0.0185084248619 1:-0.0619520744049 2:1.6 3:0.
0.0185185876831 1:-0.0615731655706 2:1.6 3:0.
0.0184905810367 1:-0.0587309243289 2:1.6 3:0.
0.0185154361034 1:-0.0610795248799 2:1.6 3:0.
0.0185021101146 1:-0.0595401575854 2:1.6 3:0.
0.0185028801077 1:-0.0598407067034 2:1.6 3:0.
0.0185074742664 1:-0.0591275588735 2:1.6 3:0.
0.0185189424173 1:-0.0613749978617 2:1.6 3:0.
0.01851026416 1:-0.059284342987 2:1.6 3:0.
0.0185001450033 1:-0.0617088150891 2:1.6 3:0.
0.018501002496 1:-0.0615560458177 2:1.6 3:0.
0.0185179674369 1:-0.0605289433047 2:1.6 3:0.
0.0185157692229 1:-0.0612498998732 2:1.6 3:0.
0.0185152759381 1:-0.0590748893243 2:1.6 3:0.
0.0185189484303 1:-0.0626912753916 2:1.6 3:0.
0.018488292344 1:-0.0589388892076 2:1.6 3:0.
0.018514213843 1:-0.0622560542862 2:1.6 3:0.
0.0185258615529 1:-0.0619291070467 2:1.6 3:0.
0.0185199205107 1:-0.0611771640303 2:1.6 3:0.
0.0184988411761 1:-0.0588394439817 2:1.6 3:0.
0.018528605289 1:-0.0607949231087 2:1.6 3:0.
0.0185265825864 1:-0.061437289104 2:1.6 3:0.
0.0185159893602 1:-0.0631019911704 2:1.6 3:0.
0.0185308285937 1:-0.0598207486513 2:1.6 3:0.
0.0185112781906 1:-0.0601335545811 2:1.6 3:0.
0.018520013652 1:-0.060033831143 2:1.6 3:0.
0.0184947324996 1:-0.0605010375097 2:1.6 3:0.
0.0185036192494 1:-0.0612235608885 2:1.6 3:0.
0.0184537967082 1:-0.0793563300967 2:1.6 3:0.
0.018431776158 1:-0.0778276624112 2:1.6 3:0.
0.0184504912551 1:-0.0791461442676 2:1.6 3:0.
0.018446709375 1:-0.0793458910808 2:1.6 3:0.
0.018432175483 1:-0.0785174062488 2:1.6 3:0.
0.0184504392041 1:-0.0794448115886 2:1.6 3:0.
0.0184472742072 1:-0.0789090392513 2:1.6 3:0.
0.0184424652657 1:-0.0794782726715 2:1.6 3:0.
0.0184283400312 1:-0.0792871731076 2:1.6 3:0.
0.0185024511947 1:-0.0583245803056 2:1.6 3:0.
0.0185124667389 1:-0.0592064307019 2:1.6 3:0.
0.0185031121665 1:-0.059321771271 2:1.6 3:0.
0.0184431545773 1:-0.0795778973559 2:1.6 3:0.
0.0184559375778 1:-0.079352872436 2:1.6 3:0.
