0.059908522424 1:3.44295059393 2:1.6 3:0.
0.0599863923386 1:3.44650676323 2:1.6 3:0.
0.0597883790128 1:3.43194253518 2:1.6 3:0.
0.0599413987792 1:3.44364574293 2:1.6 3:0.
0.0599040116949 1:3.43638717626 2:1.6 3:0.
0.0599278365242 1:3.43676654481 2:1.6 3:0.
0.0597923028706 1:3.42949242668 2:1.6 3:0.
0.0598745861871 1:3.4393442467 2:1.6 3:0.
0.059949804848 1:3.43773907357 2:1.6 3:0.
0.0599540000412 1:3.45048094998 2:1.6 3:0.
0.0599658906965 1:3.44881058425 2:1.6 3:0.
0.0600577373419 1:3.44992963914 2:1.6 3:0.
0.0598489422317 1:3.4389080111 2:1.6 3:0.
0.0599241548087 1:3.43509812194 2:1.6 3:0.
0.0597839717752 1:3.43755420908 2:1.6 3:0.
0.0599077832322 1:3.43875293721 2:1.6 3:0.
0.0599988968884 1:3.44992521611 2:1.6 3:0.
0.0598882456472 1:3.43888434641 2:1.6 3:0.
0.0599085294635 1:3.44147553959 2:1.6 3:0.
0.0598195140064 1:3.43150590562 2:1.6 3:0.
0.0598128331745 1:3.43524206206 2:1.6 3:0.
0.0599039546293 1:3.44531332696 2:1.6 3:0.
0.0597598639568 1:3.43880141261 2:1.6 3:0.
0.0599541278692 1:3.44224682656 2:1.6 3:0.
0.0597940557884 1:3.43362100926 2:1.6 3:0.
0.0598530450891 1:3.43419551629 2:1.6 3:0.
0.0598950208606 1:3.4399362424 2:1.6 3:0.
0.059928294451 1:3.44161052141 2:1.6 3:0.
0.0598085243535 1:3.51510133042 2:1.6 3:0.
0.0597800114786 1:3.51601606777 2:1.6 3:0.
0.0598430568544 1:3.51763624493 2:1.6 3:0.
0.0597653664841 1:3.51258026894 2:1.6 3:0.
0.0597530531405 1:3.51566958699 2:1.6 3:0.
0.0598348218486 1:3.51642551326 2:1.6 3:0.
0.0596765690271 1:3.50920916108 2:1.6 3:0.
0.0597355025855 1:3.51311120127 2:1.6 3:0.
0.0598299758298 1:3.5207817157 2:1.6 3:0.
0.0599286663529 1:3.43796105752 2:1.6 3:0.
0.0597868649423 1:3.42880627102 2:1.6 3:0.
